artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
Silentó,Watch Me (Whip / Nae Nae),0.265,0.825,185131,0.77,0,8,0.334,-8.508,0.134,139.982,4,0.964,hip-hop
Eminem,'Till I Collapse,0.0757,0.572,297893,0.853,0,1,0.0798,-3.203,0.217,171.297,4,0.0995,hip-hop
Paul Wall,Crumble the Satellite,0.162,0.861,305320,0.417,2.79e-05,0,0.102,-8.083,0.0437,119.968,4,0.231,hip-hop
Drake,0 To 100 / The Catch Up,0.763,0.707,275227,0.709,0,11,0.274,-3.979,0.34,89.094,4,0.497,hip-hop
Gravediggaz,"Nowhere To Run, Nowhere To Hide",0.487,0.732,210667,0.802,0,6,0.467,-7.515,0.294,91.772,4,0.623,hip-hop
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176675,0.62,0,2,0.342,-7.533,0.0434,81.998,4,0.904,hip-hop
Jay Rock,Vice City (feat. Black Hippy),0.156,0.844,283752,0.553,1.32e-06,8,0.0816,-7.284,0.356,114.939,4,0.513,hip-hop
A$AP Rocky,Everyday,0.0101,0.394,260987,0.661,0,4,0.343,-8.684,0.193,149.822,4,0.32,hip-hop
Bone Thugs-N-Harmony,Tha Crossroads,0.0856,0.679,223547,0.509,0,4,0.438,-7.31,0.0617,144.29,4,0.522,hip-hop
2Pac,I Get Around,0.139,0.85,258640,0.705,9.05e-06,10,0.3,-4.545,0.114,96.206,4,0.657,hip-hop
QUE.,Type I Am,0.0161,0.801,177554,0.734,0,0,0.168,-7.122,0.294,108.125,4,0.571,hip-hop
Stetsasonic,Talkin' All That Jazz,0.00096,0.83,288053,0.817,0.000677,4,0.112,-6.539,0.077,107.908,4,0.622,hip-hop
J Dilla,King,0.0408,0.564,87813,0.615,0.815,8,0.238,-7.78,0.097,104.186,5,0.651,hip-hop
JAY Z,Ni**as In Paris,0.135,0.786,219333,0.868,0,1,0.218,-5.503,0.3,140.024,4,0.785,hip-hop
OutKast,Ms. Jackson,0.142,0.843,270507,0.805,0,4,0.0771,-5.946,0.269,94.946,4,0.62,hip-hop
The Streets,Don't Mug Yourself,0.308,0.822,157853,0.637,0,1,0.622,-4.827,0.251,89.966,4,0.967,hip-hop
Big Sean,Ashley,0.0919,0.618,260320,0.91,0,4,0.344,-5.216,0.18,117.941,4,0.416,hip-hop
Major Lazer,Pon De Floor,0.00541,0.913,213947,0.936,0.388,0,0.0989,-4.723,0.186,126.997,4,0.515,hip-hop
Eminem,Kings Never Die,0.0247,0.779,296133,0.886,0,4,0.21,-5.314,0.113,112.459,3,0.0832,hip-hop
Dr. Dre,I Need A Doctor,0.0996,0.591,283733,0.934,1.81e-06,3,0.348,-4.389,0.437,155.968,4,0.458,hip-hop
Run The Jewels,Job Well Done,0.14,0.493,179747,0.823,0,7,0.336,-6.208,0.274,153.327,4,0.543,hip-hop
The Latin Kings,Fint väder,0.00347,0.738,203133,0.743,0,9,0.108,-7.173,0.0717,103.021,4,0.867,hip-hop
Drake,30 for 30 Freestyle,0.654,0.611,253935,0.612,0,4,0.124,-9.151,0.434,91.47,4,0.284,hip-hop
K CAMP,Lil Bit,0.428,0.503,237720,0.636,0,1,0.684,-11.294,0.749,209.588,3,0.701,hip-hop
Chris Brown,Bitches N Marijuana,0.337,0.559,254693,0.535,0,3,0.105,-8.136,0.274,96.989,4,0.625,hip-hop
Geto Boys,Mind Playing Tricks on Me,0.207,0.886,308733,0.512,0,10,0.0991,-11.825,0.237,93.997,4,0.449,hip-hop
Datsik,No Requests (feat. KRS-One),0.00147,0.653,200000,0.899,2.87e-06,1,0.16,-3.152,0.199,144.12,4,0.279,hip-hop
Joey Bada$$,Paper Trail$,0.339,0.548,194739,0.829,0,1,0.537,-4.103,0.285,93.62,4,0.448,hip-hop
Rae Sremmurd,This Could Be Us,0.275,0.718,206307,0.692,0,5,0.118,-5.06,0.148,142.992,4,0.732,hip-hop
J. Cole,No Role Modelz,0.302,0.696,292987,0.521,0,10,0.0565,-8.465,0.332,100.0,4,0.471,hip-hop
Fetty Wap,My Way (feat. Monty),0.00419,0.748,213053,0.741,0,6,0.147,-3.103,0.0531,128.077,4,0.533,hip-hop
Ca$h Out,Let's Get It (feat. Ty Dolla $ign and Wiz Khalifa),0.0643,0.824,250653,0.524,0,1,0.295,-6.429,0.119,140.019,4,0.14,hip-hop
DJ Snake,Turn Down for What,0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0.156,100.014,4,0.0953,hip-hop
Mac Miller,100 Grandkids,0.371,0.735,278507,0.749,0,10,0.47,-3.766,0.0874,93.718,4,0.375,hip-hop
Future,Where Ya At,0.0933,0.813,208027,0.453,0,1,0.14,-6.941,0.338,161.997,4,0.186,hip-hop
N.W.A.,Gangsta Gangsta,0.0385,0.907,336707,0.818,0,6,0.293,-3.777,0.26,98.093,4,0.716,hip-hop
GZA,Shadowboxin',0.0071,0.703,209973,0.646,3.8e-06,1,0.16,-10.036,0.372,92.029,4,0.751,hip-hop
Gil Scott-Heron,The Revolution Will Not Be Televised,0.552,0.561,187360,0.765,0,11,0.111,-9.764,0.207,177.609,4,0.961,hip-hop
Pete Rock & C.L. Smooth,They Reminisce Over You,0.141,0.761,286693,0.683,0,2,0.342,-10.889,0.164,101.787,4,0.663,hip-hop
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),0.0122,0.489,126960,0.718,0,6,0.0546,-5.989,0.11,207.986,4,0.0546,hip-hop
Blackalicious,Make You Feel That Way,0.21,0.845,206400,0.513,0.00517,1,0.113,-9.356,0.304,117.964,4,0.668,hip-hop
Q-Tip,ManWomanBoogie,0.000813,0.838,185627,0.843,0.000654,4,0.227,-6.459,0.0609,109.78,4,0.7,hip-hop
N.W.A.,Fuck Tha Police,0.0138,0.871,345733,0.819,0,8,0.0608,-5.439,0.298,98.699,4,0.858,hip-hop
JAY Z,Oceans,0.221,0.601,237920,0.944,0,11,0.427,-5.247,0.31,119.547,5,0.479,hip-hop
Fetty Wap,679 (feat. Remy Boyz),0.00256,0.618,196693,0.717,0,7,0.625,-5.738,0.318,190.05,4,0.601,hip-hop
2Pac,How Do U Want It,0.13,0.832,287760,0.82,2.09e-06,8,0.0568,-2.268,0.0896,92.454,4,0.831,hip-hop
The Notorious B.I.G.,Big Poppa,0.344,0.765,249867,0.671,0,9,0.0506,-5.249,0.278,84.5,4,0.787,hip-hop
Drake,Jumpman,0.0565,0.853,205879,0.547,0,1,0.341,-7.535,0.194,142.065,4,0.677,hip-hop
Waka Flocka Flame,Hard In Da Paint,0.198,0.611,246387,0.66,0,11,0.365,-5.883,0.0839,71.544,4,0.589,hip-hop
Nicki Minaj,Trini Dem Girls,0.206,0.834,194733,0.75,0.011,1,0.082,-6.836,0.22,109.96,4,0.302,hip-hop
Travis Scott,Nightcrawler,0.00134,0.522,321560,0.728,0,3,0.132,-3.801,0.0323,124.045,4,0.169,hip-hop
Trae Tha Truth,Realigion,0.234,0.559,250960,0.777,0,6,0.0517,-4.012,0.331,71.281,4,0.455,hip-hop
Little Simz,Dead Body,0.111,0.673,232138,0.864,8.06e-05,1,0.478,-5.155,0.306,126.274,4,0.514,hip-hop
Chief Keef,Love Sosa,0.0324,0.771,246573,0.416,0,0,0.111,-8.188,0.0894,131.952,4,0.218,hip-hop
Chris Brown,Ayo,0.0399,0.823,225227,0.563,0,6,0.0851,-5.095,0.0443,98.031,4,0.67,hip-hop
Missy Elliott,Work It,0.0778,0.884,263227,0.677,0,1,0.0732,-5.603,0.283,101.868,4,0.589,hip-hop
Rob Base,It Takes Two,0.0143,0.767,301893,0.776,0,2,0.326,-8.915,0.144,111.686,4,0.613,hip-hop
Run The Jewels,Blockbuster Night Part 1,0.0312,0.642,152253,0.523,1.97e-06,1,0.0568,-7.999,0.36,76.326,4,0.389,hip-hop
Run–D.M.C.,Jam-Master Jay,0.0204,0.927,191280,0.788,7.31e-06,7,0.066,-7.465,0.306,99.114,4,0.351,hip-hop
Future,I Serve the Base,0.011,0.636,190893,0.57,0.00204,1,0.0677,-5.973,0.0571,168.202,4,0.089,hip-hop
Pusha T,Numbers On The Boards,0.153,0.684,163587,0.561,0,0,0.0935,-5.582,0.188,85.004,4,0.37,hip-hop
Travis Scott,3500,0.114,0.773,461840,0.595,2.47e-06,8,0.13,-6.062,0.161,123.968,4,0.334,hip-hop
Jidenna,Classic Man - Remix,0.119,0.851,235046,0.657,0,2,0.0743,-5.161,0.0559,94.036,4,0.642,hip-hop
JAY Z,99 Problems,0.00623,0.518,234627,0.893,0,6,0.106,-4.27,0.357,93.262,4,0.529,hip-hop
Big Sean,One Man Can Change The World,0.773,0.677,254627,0.579,0,8,0.11,-6.665,0.16,157.967,4,0.318,hip-hop
Macklemore & Ryan Lewis,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0.0916,0.828,292593,0.609,1.21e-06,1,0.291,-4.402,0.0694,109.725,4,0.724,hip-hop
Chedda Da Connect,Flicka Da Wrist,0.043,0.949,221668,0.387,1.51e-06,6,0.0578,-8.798,0.352,125.047,4,0.571,hip-hop
The Notorious B.I.G.,Who Shot Ya,0.202,0.824,316507,0.73,0,11,0.442,-5.183,0.247,91.743,4,0.627,hip-hop
LL Cool J,Mama Said Knock You Out,0.0342,0.798,289693,0.761,0.592,10,0.276,-7.274,0.16,102.373,4,0.593,hip-hop
French Montana,Moses,0.0996,0.638,272693,0.813,0,4,0.112,-3.892,0.0911,143.921,4,0.152,hip-hop
Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),0.114,0.858,290836,0.697,0,2,0.224,-5.361,0.23,98.012,4,0.365,hip-hop
Eazy-E,Boyz-N-The-Hood,0.0161,0.728,337053,0.654,0,1,0.341,-7.044,0.245,87.814,4,0.662,hip-hop
Eminem,Who Knew,0.154,0.815,227760,0.601,0,7,0.115,-4.468,0.332,101.292,4,0.777,hip-hop
Carnage,I Like Tuh,0.337,0.598,187561,0.564,0,1,0.379,-3.89,0.0684,174.909,4,0.568,hip-hop
Drake,Right Hand,0.117,0.905,190595,0.292,0,2,0.082,-7.748,0.253,100.518,4,0.328,hip-hop
Travis Scott,Antidote,0.00767,0.713,262693,0.526,0.000148,1,0.124,-5.046,0.032,131.05,4,0.133,hip-hop
Art Brut,Modern Art,0.016,0.429,145760,0.935,0.0113,9,0.113,-3.552,0.0958,134.925,3,0.366,indie
R.E.M.,Shiny Happy People,0.00361,0.491,224800,0.87,0.126,9,0.184,-5.99,0.0308,124.444,4,0.83,indie
Youth Lagoon,17,0.844,0.352,236000,0.254,0.58,0,0.108,-8.51,0.0473,79.989,4,0.0916,indie
Rilo Kiley,Portions For Foxes,0.000938,0.474,284640,0.807,0.0121,2,0.154,-3.635,0.035,138.913,4,0.305,indie
City and Colour,Wasted Love,0.00187,0.538,178920,0.805,5.28e-05,2,0.14,-3.864,0.0308,116.436,4,0.544,indie
The Killers,Somebody Told Me,0.000123,0.5,197160,0.975,0.000379,10,0.104,-3.176,0.0824,138.005,4,0.771,indie
Florence + The Machine,Dog Days Are Over,0.059,0.504,251840,0.812,0.000526,7,0.119,-5.316,0.0911,150.11,4,0.331,indie
JR JR,Gone,0.054,0.62,227507,0.892,0.000687,2,0.207,-3.664,0.0531,129.96,4,0.402,indie
Passion Pit,The Reeling,0.000356,0.597,287907,0.777,0.00113,8,0.169,-5.638,0.0668,111.999,4,0.763,indie
Two Door Cinema Club,What You Know,0.000728,0.556,191400,0.763,6.79e-06,6,0.071,-3.952,0.0413,138.986,4,0.821,indie
Feist,I Feel It All,0.463,0.561,219480,0.698,4.31e-05,2,0.102,-5.669,0.0468,171.845,4,0.686,indie
Kurt Vile,Puppet To The Man,0.228,0.568,232133,0.925,0.146,2,0.136,-5.039,0.0441,109.169,4,0.567,indie
Andrew McMahon in the Wilderness,Cecilia And The Satellite,0.0116,0.383,223880,0.842,0,0,0.328,-7.119,0.137,194.048,4,0.23,indie
The National,Graceless,0.154,0.438,275400,0.852,0.726,1,0.112,-6.379,0.177,171.988,4,0.35,indie
The Clientele,I Wonder Who We Are,0.000711,0.52,265267,0.694,0.128,7,0.126,-7.458,0.0288,109.233,4,0.897,indie
The White Stripes,Fell In Love With A Girl,0.676,0.235,110093,0.977,0.000249,0,0.8,-1.606,0.141,91.929,4,0.397,indie
LCD Soundsystem,Daft Punk Is Playing At My House,0.0196,0.922,201720,0.838,0.000525,7,0.0217,-6.908,0.0501,135.997,4,0.976,indie
Local Natives,Heavy Feet,0.319,0.49,246640,0.623,0.00602,4,0.0951,-7.423,0.0492,164.601,4,0.242,indie
Future Islands,Seasons (Waiting On You),0.136,0.498,226440,0.721,0.7,10,0.0933,-5.232,0.0282,140.027,4,0.578,indie
Cage The Elephant,Cigarette Daydreams,0.0801,0.635,208760,0.675,0,2,0.0831,-3.445,0.0263,113.946,4,0.271,indie
The Killers,Read My Mind,0.00633,0.54,246840,0.902,5.18e-05,1,0.112,-3.405,0.0408,132.276,4,0.415,indie
Dinosaur Jr.,Start Choppin',0.00411,0.373,340187,0.755,0.000799,2,0.0635,-7.574,0.103,111.813,4,0.559,indie
Stereolab,French Disko - 2006 Remastered Version Single Version,2.39e-06,0.374,213280,0.718,0.22,5,0.12,-6.653,0.034,74.782,4,0.635,indie
The Strokes,Reptilia,0.000563,0.486,219754,0.666,0.789,9,0.101,-5.084,0.033,157.992,4,0.745,indie
STRFKR,Rawnald Gregory Erickson the Second,0.229,0.9,173693,0.538,0.843,7,0.287,-7.879,0.0343,95.508,4,0.73,indie
The Killers,When You Were Young,0.000202,0.463,220427,0.983,0.129,8,0.303,-3.254,0.138,130.394,4,0.362,indie
FIDLAR,Wake Bake Skate,0.00805,0.37,105440,0.96,0.615,8,0.428,-3.418,0.0724,184.945,4,0.55,indie
Caribou,Can't Do Without You,0.792,0.691,236400,0.407,0.642,0,0.783,-9.053,0.0473,128.039,4,0.501,indie
The Shins,Simple Song,0.0133,0.546,255400,0.878,0,7,0.135,-5.137,0.0525,119.945,4,0.358,indie
Weezer,Island In The Sun,0.0108,0.646,200307,0.778,0.00654,4,0.144,-6.222,0.0273,114.647,4,0.784,indie
Alvvays,"Archie, Marry Me",0.00956,0.27,196560,0.83,0.434,7,0.142,-4.592,0.0741,117.314,4,0.19,indie
Radiohead,Karma Police,0.0626,0.36,264067,0.505,9.22e-05,7,0.172,-9.129,0.026,74.807,4,0.311,indie
Phoenix,Everything Is Everything,0.0298,0.699,178613,0.814,0.0172,6,0.104,-7.628,0.0339,109.071,4,0.962,indie
Arcade Fire,Wake Up,0.134,0.258,335333,0.801,0.0363,0,0.0945,-4.792,0.0362,138.269,4,0.292,indie
Ride,Vapour Trail,0.000636,0.428,257667,0.802,0.778,4,0.0944,-5.682,0.0304,107.527,4,0.424,indie
Wet,Don't Wanna Be Your Girl,0.638,0.62,174093,0.193,0.0136,0,0.107,-13.404,0.0439,129.979,4,0.159,indie
Night Beds,Tide Teeth,0.423,0.207,246760,0.355,0.0153,7,0.114,-10.232,0.0371,83.131,4,0.282,indie
The Cure,Lovesong,0.339,0.611,209573,0.813,0.898,9,0.224,-7.689,0.0279,140.112,4,0.822,indie
Two Door Cinema Club,Changing Of The Seasons,4.71e-05,0.535,222880,0.881,0.000411,2,0.11,-4.419,0.156,129.975,4,0.588,indie
Spoon,Rent I Pay,0.283,0.7,189493,0.809,1.22e-05,5,0.11,-6.047,0.0323,96.405,4,0.962,indie
The Dodos,Walking,0.429,0.295,128917,0.742,0.00218,9,0.254,-7.909,0.0281,158.404,4,0.483,indie
CHVRCHES,Leave A Trace,0.017,0.57,237480,0.736,5.74e-05,9,0.178,-5.822,0.0844,99.86,4,0.267,indie
Father John Misty,Holy Shit,0.799,0.525,241333,0.494,0,6,0.0882,-5.998,0.0307,130.582,4,0.312,indie
Built To Spill,Carry The Zero,1.35e-05,0.264,343893,0.812,0.108,4,0.0962,-5.651,0.031,94.095,4,0.457,indie
The Black Keys,Tighten Up,0.00121,0.504,211080,0.705,4.12e-06,6,0.453,-6.179,0.0665,108.965,4,0.581,indie
Imagine Dragons,Warriors,0.0815,0.26,170067,0.823,0.00223,4,0.204,-6.216,0.069,78.772,4,0.313,indie
Glass Animals,Holiest,0.0346,0.497,201667,0.643,6.44e-05,5,0.109,-7.813,0.0422,131.933,4,0.465,indie
Beck,E-Pro,0.00182,0.622,202360,0.948,0.151,9,0.0827,-6.169,0.0978,95.785,4,0.672,indie
Radiohead,Idioteque,0.0352,0.615,309093,0.931,2.37e-05,3,0.0914,-7.8,0.24,137.544,3,0.539,indie
Foxygen,How Can You Really,0.00801,0.411,213667,0.665,0.000167,0,0.579,-6.426,0.0325,119.949,4,0.735,indie
The Killers,Mr. Brightside,0.00108,0.33,222587,0.936,0,1,0.0926,-3.66,0.0917,148.112,4,0.218,indie
Vampire Weekend,Unbelievers,0.142,0.644,202667,0.811,0.000629,11,0.169,-7.681,0.0499,154.903,4,0.837,indie
Bon Iver,Holocene,0.943,0.375,336613,0.304,0.303,1,0.126,-14.52,0.0302,147.989,4,0.151,indie
Låpsley,Hurt Me (2015),0.449,0.681,238952,0.615,0.000115,8,0.0884,-8.536,0.147,137.906,4,0.412,indie
Halsey,Hold Me Down,0.239,0.673,204785,0.729,0,1,0.114,-4.538,0.0709,145.901,4,0.538,indie
Surfer Blood,Floating Vibes,0.0368,0.567,234497,0.735,0.000824,4,0.149,-7.296,0.0294,126.857,4,0.517,indie
White Denim,At Night in Dreams,0.0583,0.54,244347,0.934,0,1,0.215,-5.907,0.0687,88.425,4,0.665,indie
Wilsen,Garden,0.102,0.608,212253,0.616,0.0176,7,0.145,-8.502,0.0445,121.008,4,0.366,indie
The Black Keys,Gold On The Ceiling,0.00772,0.505,224333,0.833,7.9e-05,0,0.069,-4.632,0.0475,130.121,4,0.557,indie
Chairlift,Bruises,0.0175,0.579,241467,0.554,0.0221,0,0.101,-7.08,0.0587,185.183,4,0.831,indie
Phoenix,If I ever feel better,0.0492,0.755,266600,0.553,0.00607,6,0.0646,-9.449,0.107,119.7,4,0.836,indie
Modest Mouse,Missed the Boat,0.0697,0.71,264813,0.698,0,2,0.478,-5.797,0.0332,104.007,4,0.864,indie
alt-J,Hunger Of The Pine,0.785,0.6,299711,0.413,0.0289,7,0.109,-9.572,0.0258,93.618,4,0.0768,indie
Bon Iver,Skinny Love,0.844,0.593,238520,0.263,5.36e-06,4,0.127,-14.029,0.0567,76.379,4,0.106,indie
The Strokes,Last Nite,0.0223,0.624,193373,0.899,0.000155,0,0.0975,-5.71,0.0295,104.055,4,0.797,indie
Bibio,lovers’ carvings,0.68,0.558,238640,0.47,0.914,7,0.532,-5.5,0.0316,118.06,4,0.422,indie
Vampire Weekend,Giving Up The Gun,0.00124,0.637,286160,0.88,0.000164,9,0.0586,-5.202,0.0512,134.035,4,0.744,indie
R.E.M.,Losing My Religion,0.0767,0.672,267733,0.841,0,9,0.135,-5.992,0.0285,125.437,4,0.822,indie
Here We Go Magic,Falling,0.0167,0.484,273013,0.871,0.953,2,0.164,-9.359,0.051,124.958,4,0.56,indie
Wild Nothing,Shadow,0.109,0.45,258779,0.724,0.865,8,0.127,-9.569,0.03,138.065,4,0.576,indie
DIIV,How Long Have You Known,0.404,0.384,213493,0.915,0.899,0,0.103,-4.43,0.0379,149.76,4,0.368,indie
Lykke Li,"Dance, Dance, Dance",0.581,0.752,221253,0.681,0.00556,7,0.147,-7.348,0.043,122.331,4,0.742,indie
Mitski,Townie,1.03e-05,0.244,205067,0.949,1.59e-05,1,0.119,1.759,0.0574,137.723,4,0.343,indie
Feist,The Bad In Each Other,0.225,0.409,284507,0.651,0.0648,6,0.112,-5.24,0.0508,133.064,3,0.323,indie
Weezer,Cleopatra,0.029,0.501,191987,0.907,0.0915,6,0.27,-5.495,0.0862,118.159,4,0.29,indie
Passion Pit,Take a Walk,0.0338,0.566,264493,0.755,0,11,0.315,-5.526,0.0368,101.006,4,0.427,indie
Arctic Monkeys,Do I Wanna Know?,0.186,0.548,272394,0.532,0.000263,5,0.217,-7.596,0.0323,85.03,4,0.428,indie
Band of Horses,The Funeral,0.0142,0.316,321147,0.769,0,0,0.0928,-5.283,0.0422,122.507,4,0.112,indie
Lower Dens,To Die in L.A.,0.132,0.578,251440,0.666,0.11,1,0.0746,-9.039,0.0426,169.008,4,0.145,indie
Chairlift,I Belong in Your Arms,0.00482,0.498,207307,0.795,5.37e-05,5,0.124,-5.992,0.0444,172.564,4,0.754,indie
The White Stripes,Seven Nation Army,0.00576,0.75,231800,0.462,0.545,0,0.307,-7.664,0.0779,123.865,4,0.317,indie
alt-J,Left Hand Free,0.462,0.697,173631,0.877,0.00943,3,0.083,-4.465,0.0462,101.99,4,0.798,indie
Mac Demarco,Another One,0.821,0.694,160991,0.407,0.021,1,0.106,-10.325,0.0276,147.684,4,0.728,indie
Arctic Monkeys,Piledriver Waltz,0.00724,0.443,203880,0.865,0.000116,4,0.468,-4.547,0.0391,110.008,4,0.489,indie
Arcade Fire,We Used to Wait,0.0737,0.572,301400,0.657,0.0246,8,0.106,-7.24,0.0276,120.743,4,0.474,indie
Bombay Bicycle Club,Always Like This,0.444,0.579,245640,0.605,0.000645,1,0.11,-6.686,0.0328,121.793,4,0.748,indie
Sufjan Stevens,Chicago,0.585,0.579,364613,0.463,0,7,0.0892,-9.657,0.0303,124.977,4,0.429,indie
Bon Iver,Perth,0.855,0.468,262080,0.453,0.552,0,0.326,-14.463,0.0464,119.932,4,0.0714,indie
Passion Pit,Lifted Up (1985),0.014,0.568,263293,0.816,0.000231,0,0.155,-3.928,0.0281,125.033,5,0.314,indie
Foster The People,Houdini,0.00762,0.632,202467,0.908,0.000172,8,0.167,-3.511,0.0458,110.024,4,0.749,indie
Arctic Monkeys,I Bet You Look Good On The Dancefloor,0.0023,0.537,175680,0.945,0,6,0.332,-4.207,0.0344,103.158,4,0.785,indie
Death Cab for Cutie,The Sound Of Settling,0.00575,0.422,132507,0.75,0.000839,6,0.237,-6.639,0.0281,175.347,4,0.767,indie
Kishi Bashi,Philosophize In It! Chemicalize With It!,0.245,0.316,200533,0.828,0.000356,0,0.158,-5.313,0.0376,136.899,4,0.328,indie
The Smiths,This Charming Man - 2011 Remastered Version,0.00509,0.611,162920,0.846,0,11,0.0784,-5.9,0.0436,103.912,4,0.74,indie
Tame Impala,Let It Happen,0.00488,0.601,467587,0.873,0.0365,1,0.113,-5.866,0.0448,124.997,4,0.566,indie
Cloud Nothings,Stay Useless,0.00756,0.225,166800,0.92,2.52e-05,8,0.304,-5.751,0.0832,168.749,4,0.604,indie
Purity Ring,Fineshrine,0.018,0.609,209760,0.798,8.68e-06,5,0.434,-4.448,0.0404,130.034,4,0.405,indie
Heartless Bastards,Gates of Dawn,0.0312,0.318,200293,0.767,0.00889,4,0.153,-5.097,0.0338,186.211,4,0.748,indie
Spoon,Inside Out,0.427,0.637,301960,0.618,0.0971,0,0.0704,-4.746,0.0296,176.141,4,0.519,indie
Sufjan Stevens,Should Have Known Better,0.979,0.571,307698,0.172,0.275,7,0.124,-20.7,0.0318,90.972,4,0.289,indie
McCoy Tyner,When Sunny Gets Blue,0.846,0.569,282320,0.117,0.852,5,0.0978,-22.741,0.0446,60.483,4,0.102,jazz
Dexter Gordon,I Guess I'll Hang My Tears Out To Dry - 1999 Digital Remaster,0.907,0.524,322000,0.222,0.00124,3,0.0544,-8.967,0.0346,120.71,4,0.324,jazz
Joshua Redman,As This Moment Slips Away,0.785,0.533,412613,0.429,0.799,5,0.0982,-10.413,0.0323,91.473,4,0.538,jazz
Duke Ellington,Black and Tan Fantasy - Live,0.645,0.43,380600,0.174,0.00348,5,0.245,-16.976,0.1,80.926,4,0.291,jazz
Rebecca Ferguson,Don't Explain,0.823,0.315,231667,0.162,2.67e-06,6,0.133,-11.244,0.0348,181.341,3,0.173,jazz
Nicholas Payton,The Last Goodbye,0.959,0.383,325400,0.173,0.908,2,0.112,-11.969,0.0306,77.945,3,0.0746,jazz
Sonny Rollins,St. Thomas,0.633,0.563,407600,0.512,0.476,0,0.0804,-9.706,0.0458,110.615,4,0.715,jazz
Max Roach,January V,0.856,0.368,203600,0.163,0.00381,0,0.116,-17.181,0.0437,169.173,5,0.0364,jazz
Kurt Elling,Moonlight Serenade,0.856,0.371,262027,0.0884,0,3,0.101,-18.251,0.0376,87.441,4,0.16,jazz
Django Reinhardt,Minor Swing,0.933,0.58,196627,0.47,0.743,9,0.098,-8.787,0.168,202.376,4,0.738,jazz
John Coltrane,Everytime We Say Goodbye,0.803,0.447,345267,0.121,0.777,3,0.0695,-21.562,0.0378,121.761,4,0.0999,jazz
Pat Metheny Group,Minuano (Six Eight),0.823,0.341,566427,0.368,0.0471,4,0.0536,-13.505,0.0307,155.898,3,0.3,jazz
Charles Mingus,Goodbye Pork Pie Hat,0.957,0.356,342373,0.0937,0.096,8,0.209,-16.64,0.0353,86.669,3,0.259,jazz
Herbie Hancock,Dolphin Dance,0.828,0.461,556133,0.372,0.000178,4,0.131,-11.01,0.0327,119.886,4,0.301,jazz
Takuya Kuroda,Green And Gold,0.337,0.805,298238,0.264,0.793,11,0.114,-12.138,0.108,78.842,4,0.641,jazz
Louis Armstrong,La Vie En Rose - Single Version,0.826,0.568,205973,0.122,0.00136,0,0.0755,-10.547,0.0702,70.775,4,0.327,jazz
Alice Babs,I Let a Song Go out of My Heart,0.269,0.594,165800,0.4,0,10,0.0416,-8.875,0.0373,120.479,4,0.475,jazz
The Paul Winter Sextet,The Spell of the Samba (Samba da Minha Terra),0.476,0.463,164400,0.711,0.000152,8,0.114,-14.809,0.0475,102.487,4,0.866,jazz
Sam Rivers,Luminous Monolith,0.825,0.479,391529,0.351,0.000689,2,0.187,-17.208,0.0683,139.89,4,0.496,jazz
Bud Powell,Polka Dots And Moonbeams - 1998 Digital Remaster,0.955,0.552,244467,0.171,0.877,2,0.122,-13.66,0.0544,102.4,4,0.139,jazz
Koop,Waltz for Koop,0.583,0.304,186280,0.488,0.186,2,0.125,-11.332,0.0283,96.8,4,0.508,jazz
Guillermo Klein,Con Brasil Adentro-Fuga X,0.56,0.331,312987,0.609,0.884,9,0.711,-7.795,0.0459,81.18,3,0.399,jazz
King Oliver,When You're Smiling,0.993,0.476,200893,0.111,0.089,0,0.228,-14.388,0.0391,124.722,4,0.256,jazz
Gerry Mulligan,Lullaby Of The Leaves - 1998 Digital Remaster,0.972,0.439,195160,0.082,0.893,0,0.0913,-17.066,0.0407,124.69,4,0.494,jazz
Keith Jarrett,Everything I Love,0.876,0.385,273973,0.31,0.942,0,0.127,-17.769,0.0351,105.816,4,0.38,jazz
Brian Blade,Crooked Creek,0.888,0.341,550333,0.404,0.861,1,0.111,-11.24,0.0347,86.565,3,0.272,jazz
Billie Holiday,I'll Be Seeing You,0.986,0.287,210280,0.0484,0.00535,8,0.155,-15.757,0.0462,61.93,5,0.151,jazz
Jason Moran,Blue Blocks,0.805,0.391,275389,0.513,0.914,10,0.131,-13.444,0.0328,92.732,3,0.478,jazz
Donald Byrd,(Fallin' Like) Dominoes,0.0171,0.693,273133,0.603,0.0112,1,0.0693,-10.675,0.0378,103.552,4,0.83,jazz
John Coltrane,Stellar Regions,0.377,0.361,214640,0.428,1.76e-06,7,0.0791,-10.528,0.0397,77.774,3,0.455,jazz
Duke Ellington,Alerado (take 1),0.752,0.464,235367,0.329,0.0798,7,0.0675,-15.406,0.0357,95.813,4,0.643,jazz
Charles Mingus,Better Git It in Your Soul,0.111,0.457,440840,0.548,0.00016,5,0.103,-12.486,0.0551,88.8,4,0.748,jazz
Art Pepper,You Go To My Head,0.978,0.575,258040,0.0935,0.452,3,0.109,-15.906,0.0858,65.23,4,0.289,jazz
