artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
cLOUDDEAD,Dead Dogs Two - Boards of Canada remix,0.703,0.591,305587,0.787,2.19e-05,9,0.0996,-6.271,1,0.0681,74.99,4,0.679,hip-hop
N.W.A.,Gangsta Gangsta,0.0385,0.907,336707,0.818,0,6,0.293,-3.777,0,0.26,98.093,4,0.716,hip-hop
Run The Jewels,Oh My Darling Don't Cry,0.0172,0.525,204840,0.589,4.35e-06,1,0.485,-7.125,1,0.296,104.608,3,0.311,hip-hop
Hudson Mohawke,"Chimes (Rmx) [feat. Pusha T, Future, Travi$ Scott, French Montana]",0.0312,0.595,192496,0.702,0,1,0.109,-5.129,1,0.0928,140.958,4,0.653,hip-hop
Ea$y Money,Nothin Alike (feat. DJ Premier),0.0846,0.699,223683,0.792,0,5,0.331,-6.417,0,0.163,94.494,4,0.703,hip-hop
OutKast,Ms. Jackson,0.142,0.843,270507,0.805,0,4,0.0771,-5.946,0,0.269,94.946,4,0.62,hip-hop
Kid Ink,Murda,0.0225,0.643,217587,0.669,2.64e-05,4,0.304,-5.667,1,0.0677,75.028,4,0.571,hip-hop
Nicki Minaj,Only,0.409,0.67,312027,0.485,0,8,0.0973,-7.272,0,0.737,119.886,4,0.239,hip-hop
Dr. Octagon,Blue Flowers,0.0339,0.544,197400,0.672,8.12e-06,7,0.693,-9.788,1,0.243,85.88,4,0.257,hip-hop
Bone Thugs-N-Harmony,Tha Crossroads,0.0856,0.679,223547,0.509,0,4,0.438,-7.31,1,0.0617,144.29,4,0.522,hip-hop
Mac Miller,Weekend (feat. Miguel),0.47,0.843,208080,0.435,0,8,0.147,-8.442,1,0.178,120.058,4,0.195,hip-hop
Iggy Azalea,Trouble,0.0948,0.96,166317,0.695,0,7,0.0936,-3.802,1,0.143,106.028,4,0.66,hip-hop
TiRon & Ayomari,Them Wallflowers,0.0698,0.58,220518,0.834,0.0331,0,0.314,-5.378,0,0.18,160.148,3,0.516,hip-hop
Queen Latifah,U.N.I.T.Y.,0.00473,0.672,251907,0.758,1.2e-06,4,0.326,-4.18,0,0.359,94.312,4,0.499,hip-hop
OutKast,Roses,0.0481,0.751,369573,0.708,1.83e-05,0,0.107,-5.645,1,0.0545,108.97,4,0.521,hip-hop
Yo Gotti,Rihanna,0.367,0.78,234459,0.453,0,1,0.125,-9.411,1,0.293,132.096,4,0.403,hip-hop
N.W.A.,Fuck Tha Police,0.0138,0.871,345733,0.819,0,8,0.0608,-5.439,0,0.298,98.699,4,0.858,hip-hop
Travis Scott,3500,0.114,0.773,461840,0.595,2.47e-06,8,0.13,-6.062,0,0.161,123.968,4,0.334,hip-hop
Big Sean,I Know,0.288,0.741,319973,0.345,0,1,0.117,-11.31,1,0.0754,120.015,4,0.282,hip-hop
Busta Rhymes,I Know What You Want,0.0142,0.648,324307,0.759,0,6,0.648,-4.315,1,0.306,85.996,4,0.525,hip-hop
King Geedorah,Next Levels,0.651,0.729,229320,0.557,0.000123,6,0.262,-11.264,1,0.243,92.814,4,0.887,hip-hop
DJ Snake,Turn Down for What,0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4,0.0953,hip-hop
Cannibal Ox,A B-Boy's Alpha,0.164,0.429,194089,0.914,1.67e-05,1,0.139,-4.902,1,0.398,177.786,4,0.47,hip-hop
Drake,No Tellin',0.535,0.827,310933,0.477,0,7,0.136,-10.408,0,0.275,95.03,4,0.563,hip-hop
Lil Wayne,Nothing But Trouble - Instagram Models,0.0172,0.724,217984,0.691,1.68e-05,6,0.194,-5.665,0,0.0324,126.002,4,0.24,hip-hop
Migos,Pipe It Up,0.181,0.92,206267,0.731,0,4,0.121,-4.996,0,0.274,132.086,4,0.466,hip-hop
Busta Rhymes,Break Ya Neck,0.443,0.82,231240,0.809,0.00175,4,0.0613,-6.759,0,0.251,83.011,4,0.732,hip-hop
Rhymefest,Brand New - Dirty,0.00679,0.591,220573,0.942,0,0,0.121,-4.239,1,0.366,92.578,4,0.573,hip-hop
Future,Trap Niggas,0.131,0.813,183800,0.583,3.83e-05,1,0.142,-6.922,1,0.174,81.018,4,0.337,hip-hop
Drake,0 To 100 / The Catch Up,0.763,0.707,275227,0.709,0,11,0.274,-3.979,0,0.34,89.094,4,0.497,hip-hop
T.I.,Private Show,0.00873,0.673,259720,0.532,0,2,0.128,-7.229,1,0.0489,139.999,4,0.14,hip-hop
Rihanna,FourFiveSeconds,0.878,0.576,188238,0.267,0,2,0.119,-5.668,1,0.044,205.888,4,0.318,hip-hop
EPMD,You Gots To Chill,0.089,0.882,261840,0.814,0,8,0.16,-5.214,0,0.424,99.689,4,0.853,hip-hop
Bow Wow,Shortie Like Mine,0.0891,0.763,267507,0.629,0,7,0.169,-8.66,0,0.225,142.149,4,0.702,hip-hop
The Pharcyde,Passin' Me By,0.0848,0.758,303493,0.755,1.78e-06,4,0.232,-8.14,0,0.274,87.052,4,0.579,hip-hop
Future,F*ck Up Some Commas,0.0698,0.874,237400,0.568,1.38e-05,11,0.149,-5.896,0,0.224,139.995,4,0.468,hip-hop
Kendrick Lamar,A.D.H.D,0.33,0.609,215509,0.799,0,9,0.108,-6.883,1,0.24,157.74,4,0.559,hip-hop
J. Cole,Wet Dreamz,0.0752,0.504,239320,0.705,0,6,0.128,-8.205,0,0.364,175.483,4,0.564,hip-hop
Chief Keef,Love Sosa,0.0324,0.771,246573,0.416,0,0,0.111,-8.188,0,0.0894,131.952,4,0.218,hip-hop
Nicki Minaj,Trini Dem Girls,0.206,0.834,194733,0.75,0.011,1,0.082,-6.836,1,0.22,109.96,4,0.302,hip-hop
Drake,Big Rings,0.00157,0.79,217707,0.676,0,8,0.25,-6.432,0,0.271,132.002,4,0.314,hip-hop
Grandmaster Flash,The Message (feat. Melle Mel & Duke Bootee),0.0249,0.947,431800,0.607,4.76e-06,10,0.0861,-10.58,0,0.202,100.619,4,0.729,hip-hop
Nipsey Hussle,Where Yo Money at? (feat. Pacman),0.158,0.787,207870,0.588,0,5,0.112,-6.328,1,0.343,96.998,4,0.135,hip-hop
Run The Jewels,"Lie, Cheat, Steal",0.0418,0.523,208467,0.721,0,4,0.273,-7.131,0,0.39,166.102,4,0.358,hip-hop
Fetty Wap,Trap Luv,0.047,0.841,204187,0.825,0,2,0.345,-3.93,0,0.0848,134.035,4,0.56,hip-hop
Sufjan Stevens,Should Have Known Better,0.979,0.571,307698,0.172,0.275,7,0.124,-20.7,1,0.0318,90.972,4,0.289,indie
alt-J,Breezeblocks,0.096,0.616,227080,0.656,0.000879,5,0.205,-7.298,1,0.0344,150.071,4,0.283,indie
Weezer,Island In The Sun,0.0108,0.646,200307,0.778,0.00654,4,0.144,-6.222,0,0.0273,114.647,4,0.784,indie
Mac Demarco,Salad Days,0.0876,0.43,145893,0.771,0.0239,5,0.121,-7.176,1,0.0375,201.001,4,0.758,indie
Two Door Cinema Club,I Can Talk,3.64e-05,0.474,177427,0.752,0.159,9,0.532,-4.754,0,0.192,163.058,4,0.665,indie
The xx,Crystalised,0.812,0.763,201947,0.484,0.393,11,0.0841,-12.368,0,0.0311,122.913,4,0.447,indie
Phantogram,Fall In Love,0.0416,0.348,223227,0.856,0,2,0.203,-3.216,0,0.0979,188.046,4,0.261,indie
Bon Iver,Holocene,0.943,0.375,336613,0.304,0.303,1,0.126,-14.52,1,0.0302,147.989,4,0.151,indie
My Morning Jacket,In Its Infancy (The Waterfall),0.562,0.25,311979,0.644,0.0137,4,0.222,-5.51,0,0.0343,140.144,4,0.165,indie
Radiohead,Lotus Flower,0.0904,0.725,300301,0.686,0.449,2,0.0818,-8.796,0,0.0316,128.018,4,0.62,indie
Foster The People,Pumped Up Kicks,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.963,indie
Local Natives,Heavy Feet,0.319,0.49,246640,0.623,0.00602,4,0.0951,-7.423,1,0.0492,164.601,4,0.242,indie
Grizzly Bear,Two Weeks,0.289,0.537,243160,0.712,0.00568,5,0.08,-5.597,1,0.0286,159.871,4,0.701,indie
Passion Pit,Take a Walk,0.0338,0.566,264493,0.755,0,11,0.315,-5.526,1,0.0368,101.006,4,0.427,indie
The Black Keys,Lonely Boy,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.592,indie
Coconut Records,West Coast,0.399,0.531,212114,0.582,6.01e-05,7,0.0541,-6.363,0,0.0259,80.046,1,0.359,indie
Warpaint,I'll Start Believing,0.0128,0.48,178291,0.943,0.0142,3,0.125,-5.146,1,0.0782,149.98,4,0.358,indie
Tame Impala,Elephant,0.557,0.597,211227,0.575,0.342,2,0.254,-6.665,1,0.04,122.959,4,0.606,indie
Arctic Monkeys,Do I Wanna Know?,0.186,0.548,272394,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.428,indie
Lykke Li,"Dance, Dance, Dance",0.581,0.752,221253,0.681,0.00556,7,0.147,-7.348,1,0.043,122.331,4,0.742,indie
Cage The Elephant,Cigarette Daydreams,0.0801,0.635,208760,0.675,0,2,0.0831,-3.445,1,0.0263,113.946,4,0.271,indie
Bombay Bicycle Club,Always Like This,0.444,0.579,245640,0.605,0.000645,1,0.11,-6.686,1,0.0328,121.793,4,0.748,indie
Vampire Weekend,Unbelievers,0.142,0.644,202667,0.811,0.000629,11,0.169,-7.681,1,0.0499,154.903,4,0.837,indie
Blur,Ghost Ship,0.0324,0.803,299133,0.722,0.00264,2,0.0763,-6.421,1,0.0377,139.981,4,0.864,indie
Jake Bugg,Two Fingers,0.00193,0.486,195987,0.696,0,5,0.0975,-5.207,1,0.0315,120.516,4,0.897,indie
Modest Mouse,"The Ground Walks, with Time in a Box",0.0102,0.65,370387,0.957,0.0125,9,0.193,-3.4,0,0.0439,128.009,4,0.861,indie
Deerhunter,Snakeskin,3.09e-05,0.574,260707,0.896,0.0127,11,0.48,-5.302,0,0.0369,94.014,4,0.778,indie
Phoenix,1901,0.0564,0.604,193107,0.825,5.8e-05,0,0.192,-5.373,1,0.0429,144.085,4,0.694,indie
The xx,Intro,0.459,0.617,127920,0.778,0.925,9,0.128,-8.871,0,0.027,100.363,4,0.15,indie
Chairlift,I Belong in Your Arms,0.00482,0.498,207307,0.795,5.37e-05,5,0.124,-5.992,1,0.0444,172.564,4,0.754,indie
Alabama Shakes,Hold On,0.187,0.562,226187,0.669,0.483,5,0.0833,-5.484,1,0.0304,88.336,4,0.544,indie
The War On Drugs,I Was There,0.413,0.563,229973,0.658,7.05e-06,0,0.345,-7.713,1,0.0355,102.739,4,0.525,indie
Florence + The Machine,Dog Days Are Over,0.059,0.504,251840,0.812,0.000526,7,0.119,-5.316,1,0.0911,150.11,4,0.331,indie
Vampire Weekend,Oxford Comma,0.114,0.694,195733,0.711,0.00124,0,0.0433,-4.237,1,0.0517,119.516,4,0.974,indie
Peter Bjorn and John,Amsterdam,0.128,0.681,217307,0.831,0.00227,2,0.655,-4.32,1,0.0472,96.914,4,0.757,indie
Father John Misty,Holy Shit,0.799,0.525,241333,0.494,0,6,0.0882,-5.998,0,0.0307,130.582,4,0.312,indie
Arcade Fire,The Suburbs,0.0703,0.611,315027,0.681,0.0257,6,0.337,-6.152,0,0.0322,117.611,4,0.459,indie
Radiohead,Fake Plastic Trees,0.167,0.454,290707,0.229,0.102,2,0.202,-12.592,1,0.0297,73.552,4,0.127,indie
CHVRCHES,The Mother We Share,0.0384,0.461,190160,0.717,6.25e-06,1,0.404,-5.109,1,0.0324,174.047,4,0.322,indie
Tegan and Sara,The Con,0.183,0.568,209267,0.854,0,8,0.3,-6.214,1,0.0316,130.16,4,0.726,indie
Mac Demarco,Another One,0.821,0.694,160991,0.407,0.021,1,0.106,-10.325,0,0.0276,147.684,4,0.728,indie
The National,Anyone’s Ghost,0.281,0.745,174173,0.789,0.776,6,0.108,-7.133,1,0.0915,120.064,4,0.749,indie
Bright Eyes,First Day Of My Life,0.915,0.468,188800,0.201,8.28e-05,4,0.0952,-17.024,1,0.0388,94.422,4,0.384,indie
Rilo Kiley,Silver Lining,0.289,0.709,216973,0.53,4.54e-05,7,0.0929,-4.985,1,0.0288,117.11,4,0.686,indie
alt-J,Hunger Of The Pine,0.785,0.6,299711,0.413,0.0289,7,0.109,-9.572,1,0.0258,93.618,4,0.0768,indie
Modest Mouse,Float On,0.013,0.649,208467,0.888,2.23e-06,6,0.0888,-4.807,1,0.0293,100.975,4,0.574,indie
Yeah Yeah Yeahs,Heads Will Roll,0.00025,0.56,221000,0.901,0.134,8,0.299,-4.481,0,0.032,132.009,4,0.801,indie
Tame Impala,The Less I Know The Better,0.0132,0.64,216320,0.741,0.0112,1,0.128,-4.077,0,0.0285,116.887,4,0.76,indie
Bon Iver,Blood Bank,0.964,0.494,285160,0.372,0.0296,7,0.117,-11.89,1,0.0331,116.855,4,0.254,indie
Wilsen,Garden,0.102,0.608,212253,0.616,0.0176,7,0.145,-8.502,1,0.0445,121.008,4,0.366,indie
Elvis Depressedly,Weird Honey,0.109,0.573,155937,0.499,0.854,6,0.15,-7.912,1,0.0258,89.975,4,0.511,indie
The Killers,Read My Mind,0.00633,0.54,246840,0.902,5.18e-05,1,0.112,-3.405,1,0.0408,132.276,4,0.415,indie
The Black Keys,Fever,0.00378,0.609,246307,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.744,indie
Kishi Bashi,Philosophize In It! Chemicalize With It!,0.245,0.316,200533,0.828,0.000356,0,0.158,-5.313,1,0.0376,136.899,4,0.328,indie
Bon Iver,Flume,0.927,0.437,219000,0.143,0.0336,11,0.109,-17.012,1,0.0329,132.87,4,0.0753,indie
Passion Pit,Little Secrets,0.00345,0.597,238973,0.786,0,5,0.0909,-4.248,1,0.0419,99.888,4,0.669,indie
You Won't,Who Knew,0.161,0.533,194627,0.513,0,8,0.0719,-5.944,1,0.0293,158.168,3,0.875,indie
Pixies,Where Is My Mind?,0.0189,0.523,236973,0.442,0.000494,4,0.0784,-14.121,1,0.0347,81.083,4,0.28,indie
The War On Drugs,Red Eyes,0.00871,0.464,298920,0.815,0.201,10,0.162,-6.371,1,0.0368,161.845,4,0.459,indie
Wolf Parade,I'll Believe In Anything,0.398,0.308,276613,0.942,0,0,0.0494,-4.534,1,0.116,144.063,3,0.143,indie
The Cribs,We Share The Same Skies,0.000473,0.32,195200,0.939,0.0191,8,0.122,-2.723,0,0.0451,147.318,4,0.641,indie
EL VY,"Return To The Moon (Political Song for Didi Bloome to Sing, with Crescendo)",0.00996,0.699,253053,0.907,0.479,2,0.0809,-6.32,1,0.0393,124.989,4,0.82,indie
Pixies,Here Comes Your Man,0.0451,0.664,201693,0.788,0.0416,2,0.117,-12.323,1,0.0294,124.51,4,0.866,indie
HAIM,The Wire,0.0127,0.547,245293,0.635,5.01e-06,2,0.0585,-5.569,1,0.137,113.678,4,0.496,indie
Imagine Dragons,Shots,0.00705,0.56,232333,0.774,0.0102,11,0.309,-6.827,0,0.0373,104.957,4,0.348,indie
Elliott Smith,Somebody That I Used To Know,0.402,0.589,129333,0.368,1.01e-06,1,0.132,-14.786,1,0.0299,108.43,4,0.791,indie
Vampire Weekend,A-Punk,0.0104,0.548,137760,0.816,0.0543,2,0.152,-4.478,1,0.0499,174.993,4,0.858,indie
Beck,Gamma Ray,0.127,0.61,176920,0.914,0.258,11,0.34,-4.158,0,0.0397,168.071,4,0.753,indie
The White Stripes,Fell In Love With A Girl,0.676,0.235,110093,0.977,0.000249,0,0.8,-1.606,1,0.141,91.929,4,0.397,indie
JR JR,Gone,0.054,0.62,227507,0.892,0.000687,2,0.207,-3.664,1,0.0531,129.96,4,0.402,indie
R.E.M.,Losing My Religion,0.0767,0.672,267733,0.841,0,9,0.135,-5.992,0,0.0285,125.437,4,0.822,indie
Matt Pond PA,Take Me With You,0.00517,0.629,251370,0.901,7.06e-05,8,0.143,-4.523,1,0.0524,113.0,4,0.633,indie
Passion Pit,Sleepyhead,0.0892,0.568,174760,0.719,1.84e-06,8,0.233,-5.406,1,0.0354,106.036,4,0.549,indie
Tame Impala,Eventually,0.0117,0.418,318591,0.633,0.000431,9,0.111,-6.223,0,0.0325,77.901,4,0.123,indie
Father John Misty,Nancy From Now On,0.487,0.534,234160,0.659,0.0808,0,0.0892,-8.279,1,0.027,107.052,4,0.498,indie
Spoon,Rent I Pay,0.283,0.7,189493,0.809,1.22e-05,5,0.11,-6.047,1,0.0323,96.405,4,0.962,indie
Frightened Rabbit,The Woodpile,0.0324,0.349,207560,0.885,0,2,0.315,-4.624,1,0.0438,149.968,4,0.32,indie
Bastille,Of The Night,0.0209,0.668,214206,0.826,0.000249,5,0.0886,-7.18,0,0.0398,125.007,4,0.36,indie
Hop Along,Powerful Man,0.03,0.701,205065,0.576,3.66e-05,8,0.307,-6.669,1,0.0364,112.315,4,0.792,indie
Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,0.00743,0.456,343773,0.971,0.000195,0,0.128,-5.159,1,0.0677,141.566,4,0.388,indie
Yeah Yeah Yeahs,Maps,0.0013,0.532,219760,0.925,0.306,7,0.508,-5.964,1,0.074,119.776,4,0.173,indie
Halsey,Hold Me Down,0.239,0.673,204785,0.729,0,1,0.114,-4.538,0,0.0709,145.901,4,0.538,indie
Grizzly Bear,Yet Again,0.00345,0.472,318423,0.875,0.00576,4,0.128,-5.024,0,0.0446,136.064,4,0.47,indie
Beck,Dreams,0.00073,0.589,314320,0.956,0.051,1,0.139,-3.587,0,0.0406,113.996,4,0.746,indie
The Shins,New Slang,0.605,0.669,231173,0.389,0.16,0,0.0905,-11.547,1,0.0306,130.015,4,0.642,indie
alt-J,Something Good,0.714,0.682,217320,0.581,0.324,7,0.0802,-10.339,1,0.0295,108.981,4,0.525,indie
Weezer,Say It Ain't So,0.00405,0.645,256880,0.42,3.69e-06,3,0.0711,-7.552,1,0.0293,76.084,4,0.461,indie
The Cure,Friday I'm In Love,0.000972,0.526,214400,0.762,0.000116,0,0.338,-12.437,0,0.0342,136.203,4,0.494,indie
Tame Impala,Feels Like We Only Go Backwards,0.0453,0.31,192960,0.907,0.369,2,0.247,-2.279,0,0.0591,149.931,4,0.506,indie
Phoenix,Trying To Be Cool,0.0115,0.488,228147,0.779,0.023,9,0.355,-4.228,0,0.0344,113.995,4,0.49,indie
Unknown Mortal Orchestra,Can’t Keep Checking My Phone,0.0532,0.706,256067,0.958,0.00495,1,0.249,-2.839,1,0.0539,114.73,4,0.885,indie
Tei Shi,Go Slow,0.0425,0.718,212325,0.449,0.0806,11,0.351,-9.442,1,0.0483,150.0,4,0.616,indie
Two Door Cinema Club,Next Year,0.00257,0.563,251493,0.81,0.000836,2,0.0773,-4.824,1,0.0746,127.435,4,0.469,indie
King Krule,Baby Blue,0.613,0.468,215507,0.331,0.00108,3,0.129,-11.052,1,0.036,102.448,4,0.0965,indie
Sharon Van Etten,Our Love,0.134,0.578,232760,0.513,0.688,1,0.106,-9.868,0,0.0301,162.015,4,0.397,indie
Silversun Pickups,Lazy Eye,0.0438,0.629,354360,0.809,0.714,4,0.115,-4.886,1,0.0466,127.401,4,0.327,indie
The Smiths,This Charming Man - 2011 Remastered Version,0.00509,0.611,162920,0.846,0,11,0.0784,-5.9,1,0.0436,103.912,4,0.74,indie
The Shins,Phantom Limb,0.000585,0.515,287533,0.871,0,9,0.0877,-4.113,1,0.0367,119.869,4,0.484,indie
Tame Impala,Let It Happen,0.00488,0.601,467587,0.873,0.0365,1,0.113,-5.866,0,0.0448,124.997,4,0.566,indie
Band of Horses,The Funeral,0.0142,0.316,321147,0.769,0,0,0.0928,-5.283,0,0.0422,122.507,4,0.112,indie
Charles Lloyd,Forest Flower,0.102,0.454,471813,0.561,0.352,11,0.262,-11.527,0,0.0789,115.354,4,0.71,jazz
Herbie Hancock,Dolphin Dance,0.828,0.461,556133,0.372,0.000178,4,0.131,-11.01,0,0.0327,119.886,4,0.301,jazz
Tommy Flanagan,Angel Eyes - Studio,0.876,0.487,349600,0.145,0.822,5,0.149,-18.67,1,0.0522,110.134,4,0.133,jazz
Dexter Gordon,I Guess I'll Hang My Tears Out To Dry - 1999 Digital Remaster,0.907,0.524,322000,0.222,0.00124,3,0.0544,-8.967,1,0.0346,120.71,4,0.324,jazz
Norah Jones,Don't Know Why,0.883,0.732,186147,0.198,1.1e-05,5,0.0659,-11.775,1,0.028,88.174,4,0.636,jazz
Esbjörn Svensson Trio,Where We Used To Live,0.871,0.421,265320,0.0867,0.429,0,0.115,-18.732,1,0.037,95.438,4,0.0718,jazz
Nat King Cole,When I Fall In Love,0.8,0.162,191267,0.129,0.00247,1,0.106,-19.644,1,0.0356,81.561,4,0.0863,jazz
Andy Kirk & His Twelve Clouds Of Joy,Walkin' And Swingin',0.932,0.759,163067,0.417,0.796,5,0.193,-10.368,1,0.0561,96.733,4,0.855,jazz
João Gilberto,Chega de Saudade,0.743,0.563,121987,0.242,0,4,0.166,-16.004,0,0.0327,87.771,4,0.641,jazz
John Coltrane,Everytime We Say Goodbye,0.803,0.447,345267,0.121,0.777,3,0.0695,-21.562,1,0.0378,121.761,4,0.0999,jazz
Thelonious Monk,"Ruby, My Dear",0.959,0.437,381520,0.13,0.883,8,0.207,-14.563,1,0.0306,66.751,4,0.0992,jazz
"Medeski, Martin & Wood",Note Bleu,0.819,0.574,184360,0.593,0.849,10,0.0839,-11.053,0,0.0786,121.495,4,0.926,jazz
Art Farmer,Fair Weather - 1991 Digital Remaster,0.872,0.615,344067,0.204,0.382,7,0.071,-16.075,1,0.0439,96.47,4,0.484,jazz
Art Blakey & The Jazz Messengers,Moanin',0.827,0.614,576173,0.233,0.198,5,0.13,-18.964,0,0.0568,126.256,4,0.431,jazz
King Oliver,When You're Smiling,0.993,0.476,200893,0.111,0.089,0,0.228,-14.388,0,0.0391,124.722,4,0.256,jazz
Duke Ellington,Wanderlust,0.644,0.661,300507,0.362,0.113,5,0.114,-11.209,1,0.038,89.688,4,0.642,jazz
Art Blakey,Let's Take 16 Bars,0.45,0.559,371400,0.721,0.701,5,0.13,-13.329,0,0.0675,112.302,4,0.555,jazz
The Cannonball Adderley Quintet,Tensity - 2005 Digital Remaster,0.228,0.388,755440,0.45,0.559,7,0.0949,-9.894,0,0.0438,91.863,4,0.316,jazz
Billie Holiday,Strange Fruit,0.967,0.384,181387,0.078,5.49e-06,0,0.135,-13.77,0,0.0469,97.427,4,0.155,jazz
Sarah Vaughan,Mean to Me,0.823,0.623,172533,0.0986,0,1,0.23,-10.503,1,0.0413,123.772,4,0.516,jazz
Chick Corea,Windows - Digitally Remastered,0.673,0.503,191933,0.344,0.381,1,0.096,-19.024,1,0.0369,108.489,4,0.471,jazz
The Dave Brubeck Quartet,Kathy's Waltz,0.887,0.494,288720,0.115,0.207,0,0.0778,-21.84,0,0.0352,94.437,3,0.484,jazz
Kurt Elling,Steppin' Out,0.756,0.516,288333,0.289,1.24e-05,8,0.0873,-14.036,1,0.0375,144.37,4,0.334,jazz
Tal Farlow,Taking A Chance On Love,0.964,0.563,284627,0.297,0.939,7,0.115,-14.947,0,0.0549,111.304,4,0.663,jazz
Nat King Cole,Orange Colored Sky - 2000 Digital Remaster,0.785,0.534,154867,0.279,0,10,0.102,-13.868,1,0.0926,129.002,4,0.517,jazz
Gal Costa,Quando Você Olha Pra Ela,0.454,0.761,267267,0.59,0.00933,10,0.0926,-10.274,1,0.0449,158.053,4,0.893,jazz
Snarky Puppy,Lingus,0.174,0.461,645894,0.773,0.702,9,0.692,-10.316,0,0.147,130.109,5,0.488,jazz
Duke Ellington,Haupe,0.905,0.415,156307,0.0187,0.194,10,0.0979,-20.209,1,0.0363,111.42,4,0.135,jazz
Benny Goodman,Let's Dance,0.98,0.517,152960,0.431,0.856,8,0.0945,-9.537,1,0.0551,203.05,4,0.877,jazz
Stanley Turrentine,Journey Into Melody - 2007 Digital Remaster,0.946,0.505,294940,0.159,0.0127,7,0.218,-11.235,0,0.0336,59.385,4,0.205,jazz
Diana Krall,The Look Of Love,0.705,0.582,282133,0.308,0.00847,10,0.0851,-12.981,1,0.0286,93.033,4,0.377,jazz
Frank Sinatra,I've Got You Under My Skin - 1998 Digital Remaster,0.452,0.585,223760,0.247,8.85e-06,1,0.107,-12.612,1,0.04,127.15,4,0.59,jazz
Charlie Parker,Yardbird Suite,0.924,0.776,173314,0.372,0.711,0,0.0807,-8.604,1,0.0521,105.342,4,0.86,jazz
Brad Mehldau,Prelude To A Kiss,0.929,0.37,600533,0.104,0.908,0,0.144,-21.112,1,0.0364,78.729,3,0.131,jazz
Joe Albany,Autumn In New York,0.995,0.341,170307,0.259,0.919,8,0.203,-15.643,1,0.0412,148.667,3,0.463,jazz
Duke Ellington,"New York, New York",0.99,0.541,168907,0.256,0.602,5,0.213,-16.317,0,0.0892,62.84,4,0.557,jazz
Herbie Hancock,Rockit,0.0317,0.878,325133,0.951,0.544,7,0.0614,-5.077,1,0.069,111.334,4,0.602,jazz
Diana Krall,'S Wonderful,0.771,0.554,269200,0.334,0.02,3,0.161,-15.734,1,0.0291,130.729,4,0.386,jazz
Sonny Rollins,Lover Man - Remastered,0.605,0.555,534867,0.225,0.38,8,0.129,-14.998,1,0.0575,108.87,4,0.405,jazz
Weather Report,Birdland,0.484,0.585,358400,0.565,0.0226,0,0.0808,-12.139,1,0.0372,156.208,4,0.572,jazz
David Sanborn,This Masquerade,0.659,0.516,347835,0.297,0.0573,0,0.0763,-11.871,0,0.0252,88.126,4,0.274,jazz
Pat Metheny,The Way Up: Part Two,0.519,0.399,1229933,0.383,0.422,9,0.143,-14.302,0,0.0407,115.073,4,0.157,jazz
Ramsey Lewis Trio,"The ""In"" Crowd - Live (1965/Bohemian Caverns)",0.5,0.664,351427,0.513,0.0525,7,0.961,-19.477,1,0.164,141.638,4,0.629,jazz
Hank Mobley,Split Feelin's - 1999 Digital Remaster,0.75,0.578,295680,0.62,0.00262,7,0.0605,-9.269,0,0.0407,115.543,4,0.754,jazz
Gerry Mulligan,Lullaby Of The Leaves - 1998 Digital Remaster,0.972,0.439,195160,0.082,0.893,0,0.0913,-17.066,1,0.0407,124.69,4,0.494,jazz
Antônio Carlos Jobim,Águas De Março,0.815,0.649,214867,0.365,0,3,0.117,-14.807,1,0.116,143.639,4,0.508,jazz
Frank Sinatra,Fly Me To The Moon - Remastered 2008,0.523,0.635,147520,0.299,4.1e-06,4,0.0826,-12.279,0,0.061,119.62,4,0.381,jazz
Miles Davis,Flamenco Sketches,0.899,0.349,566133,0.0219,0.12,2,0.0906,-21.065,0,0.0425,177.92,3,0.225,jazz
Joshua Redman,Twilight...And Beyond,0.822,0.459,660400,0.187,0.382,1,0.104,-15.31,1,0.0473,143.059,4,0.253,jazz
Lars Gullin,Danny´s Dream,0.985,0.519,338093,0.0668,0.841,8,0.111,-19.866,1,0.0365,62.211,4,0.24,jazz
Oscar Peterson,Stormy Weather,0.99,0.652,213387,0.171,0.864,7,0.158,-16.1,1,0.0568,118.883,4,0.567,jazz
Jimmy Smith,Back At The Chicken Shack,0.828,0.714,483093,0.367,0.399,5,0.112,-12.855,1,0.0328,107.318,4,0.642,jazz
Jamie Cullum,What A Difference A Day Made,0.859,0.628,307960,0.307,6.82e-05,5,0.0976,-10.985,1,0.0271,96.496,3,0.394,jazz
Takuya Kuroda,Green And Gold,0.337,0.805,298238,0.264,0.793,11,0.114,-12.138,0,0.108,78.842,4,0.641,jazz
Miles Davis,Blue in Green,0.81,0.421,337733,0.0161,0.0021,2,0.0978,-25.358,0,0.0374,110.926,4,0.155,jazz
Benny Goodman,"Sing, Sing, Sing",0.853,0.62,520293,0.67,0.896,2,0.156,-11.575,0,0.0591,113.492,4,0.296,jazz
